Title_German,Title_English,Sentence,FS_Valenz,FS_Arousal
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Dann kam er zurück, klopfte an die Haustür und rief „macht auf, ihr lieben Kinder, eure Mutter ist da und hat jedem von Euch etwas mitgebracht.“",1.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Aber der Wolf hatte seine schwarze Pfote in das Fenster gelegt, das sahen die Kinder und riefen „wir machen nicht auf, unsere Mutter hat keinen schwarzen Fuß, wie du: du bist der Wolf.“",-1.5,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Da lief der Wolf zu einem Bäcker und sprach „ich habe mich an den Fuß gestoßen, streich mir Teig darüber.“",0.0,2.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Und als ihm der Bäcker die Pfote bestrichen hatte, so lief er zum Müller und sprach „streu mir weißes Mehl auf meine Pfote.“",0.0,2.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Der Müller dachte „der Wolf will einen betrügen“ und weigerte sich, aber der Wolf sprach „wenn du es nicht tust, so fresse ich dich.“",-2.0,4.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Da fürchtete sich der Müller und machte ihm die Pfote weiss.,-1.5,2.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Ja, das sind die Menschen.",0.0,1.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Nun ging der Bösewicht zum drittenmal zu der Haustüre, klopfte an und sprach „macht mir auf, Kinder, euer liebes Mütterchen ist heim gekommen und hat jedem von Euch etwas aus dem Walde mitgebracht.“",1.5,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Die Geiserchen riefen „zeig uns erst deine Pfote, damit wir wissen dass du unser liebes Mütterchen bist.“",2.5,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Da legte er die Pfote ins Fenster, und als sie sahen dass sie weiss war, so glaubten sie es wäre alles wahr, was er sagte, und machten die Türe auf.",1.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Wer aber hereinkam, das war der Wolf.",-2.0,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Sie erschraken und wollten sich verstecken.,-1.5,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Das eine sprang unter den Tisch, das zweite ins Bett, das dritte in den Ofen, das vierte in die Küche, das fünfte in den Schrank, das sechste unter die Waschschüssel, das siebente in den Kasten der Wanduhr.",0.0,1.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Aber der Wolf fand sie alle und machte nicht langes Federlesen: eins nach dem andern schluckte er in seinen Rachen; nur das jüngste in dem Uhrkasten das fand er nicht.,-2.0,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Als der Wolf seine Lust gebüßt hatte, trollte er sich fort, legte sich draußen auf der grünen Wiese unter einen Baum und fing an zu schlafen.",0.5,1.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Nicht lange danach kam die alte Geis aus dem Walde wieder heim.,0.0,2.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Ach, was musste sie da erblicken!",-2.0,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Die Haustüre stand sperrweit auf: Tisch, Stühle und Bänke waren umgeworfen, die Waschschüssel lag in Scherben, Decke und Kissen waren aus dem Bett gezogen.",-2.0,4.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Sie suchte ihre Kinder, aber nirgend waren sie zu finden.",-2.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Sie rief sie nacheinander bei Namen, aber niemand antwortete.",-2.0,2.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Endlich als sie an das jüngste kam, da rief eine feine Stimme „liebe Mutter, ich stecke im Uhrkasten.“",2.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Sie holte es heraus, und es erzählte ihr dass der Wolf gekommen wäre und die andern alle gefressen hätte.",-2.0,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Da könnt ihr denken wie sie über ihre armen Kinder geweint hat.,-2.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Endlich ging sie in ihrem Jammer hinaus, und das jüngste Geislein lief mit.",-1.5,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Als sie auf die Wiese kam, so lag da der Wolf an dem Baum und schnarchte dass die Äste zitterten.",-1.0,3.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Sie betrachtete ihn von allen Seiten, und sah dass in seinem angefüllten Bauch sich etwas regte und zappelte.",-1.0,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"„Ach Gott,“ dachte sie, „sollten meine armen Kinder, die er zum Abendbrot hinunter gewürgt hat, noch am Leben sein?“",-3.0,2.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Da musste das Geislein nach Haus laufen und Schere, Nadel und Zwirn holen.",0.0,2.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Dann schnitt sie dem Ungetüm den Wanst auf, und kaum hatte sie einen Schnitt getan, so streckte schon ein Geislein den Kopf heraus, und als sie weiter schnitt, so sprangen nacheinander alle sechse heraus, und waren noch alle am Leben, und hatten nicht einmal Schaden gelitten, denn das Ungetüm hatte sie in der Gier ganz hinunter geschluckt.",-2.0,4.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Das war eine Freude!,2.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Da herzten sie ihre liebe Mutter, und hüpften wie ein Schneider, der Hochzeit hält.",2.5,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Die Alte aber sagte „jetzt geht und sucht Wackersteine, damit wollen wir dem gottlosen Tier den Bauch füllen, so lange es noch im Schlafe liegt.“",-2.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Da schleppten die sieben Geiserchen in aller Eile die Steine herbei und steckten sie ihm in den Bauch, so viel sie hinein bringen konnten.",-1.5,4.5
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Dann nähte ihn die Alte in aller Geschwindigkeit wieder zu, dass er nichts merkte und sich nicht einmal regte.",-0.5,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Als der Wolf endlich ausgeschlafen hatte, machte er sich auf die Beine, und weil ihm die Steine im Magen so großen Durst erregten, so wollte er zu einem Brunnen gehen und trinken.",1.0,3.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Als er aber anfing zu gehen und sich hin und her zu bewegen, so stießen die Steine in seinem Bauch aneinander und rappelten.",-1.5,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,Da rief er  „was rumpelt und pumpelt in meinem Bauch herum?,-1.0,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"ich meinte es wären sechs Geislein, so sinds lauter Wackerstein.“",2.0,2.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Und als er an den Brunnen kam und sich über das Wasser bückte und trinken wollte, da zogen ihn die schweren Steine hinein, und er musste jämmerlich ersaufen.",-3.0,4.0
Der Wolf und die sieben jungen Geislein,The Wolf and the Seven Young Kids,"Als die sieben Geislein das sahen, da kamen sie herbei gelaufen, riefen laut „der Wolf ist tot! der Wolf ist tot!“ und tanzten mit ihrer Mutter vor Freude um den Brunnen herum.",3.0,4.0
Der wunderliche Spielmann,The Strange Musician,"Es war einmal ein wunderlicher Spielmann, der ging durch einen Wald mutterselig allein und dachte hin und her, und als für seine Gedanken nichts mehr übrig war, sprach er zu sich selbst „mir wird hier im Walde Zeit und Weile lang, ich will einen guten Gesellen herbei holen.“",1.0,2.0
Der wunderliche Spielmann,The Strange Musician,Da nahm er die Geige vom Rücken und fidelte eins dass es durch die Bäume schallte.,1.5,4.5
Der wunderliche Spielmann,The Strange Musician,"Nicht lange, so kam ein Wolf durch das Dickicht daher getrabt.",-0.5,3.5
Der wunderliche Spielmann,The Strange Musician,"„Ach, ein Wolf kommt! nach dem trage ich kein Verlangen,“ sagte der Spielmann: aber der Wolf schritt näher und sprach zu ihm „ei, du lieber Spielmann, was fidelst du so schön! das möcht ich auch lernen.“",1.5,3.5
Der wunderliche Spielmann,The Strange Musician,"„Das ist bald gelernt,“ antwortete ihm der Spielmann, „du musst nur alles tun, was ich dich heiße.“",0.5,2.0
Der wunderliche Spielmann,The Strange Musician,"„O Spielmann,“ sprach der Wolf, „ich will dir gehorchen, wie ein Schüler seinem Meister.“",-0.5,3.0
Der wunderliche Spielmann,The Strange Musician,"Der Spielmann hieß ihn mitgehen, und als sie ein Stück Wegs zusammen gegangen waren, kamen sie an einen alten Eichbaum, der innen hohl und in der Mitte aufgerissen war.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"„Sieh her,“ sprach der Spielmann, „willst du fideln lernen, so lege die Vorderpfoten in diesen Spalt.“",0.5,3.0
Der wunderliche Spielmann,The Strange Musician,"Der Wolf gehorchte, aber der Spielmann hob schnell einen Stein auf und keilte ihm die beiden Pfoten mit einem Schlag so fest dass er wie ein Gefangener da liegen bleiben musste.",-2.0,4.0
Der wunderliche Spielmann,The Strange Musician,"„Warte da so lange bis ich wieder komme,“ sagte der Spielmann und ging seines Weges.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Über eine Weile sprach er abermals zu sich selber „mir wird hier im Walde Zeit und Weile lang, ich will einen andern Gesellen herbeiholen,“ nahm seine Geige und fidelte wieder in den Wald hinein.",1.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Nicht lange, so kam ein Fuchs durch die Bäume daher geschlichen.",-0.5,2.0
Der wunderliche Spielmann,The Strange Musician,"„Ach, ein Fuchs kommt!“ sagte der Spielmann „nach dem trage ich kein Verlangen.“",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Der Fuchs kam zu ihm heran, und sprach „ei, du lieber Spielmann, was fidelst du so schön! das möcht ich auch lernen.“",2.0,3.0
Der wunderliche Spielmann,The Strange Musician,"„Das ist bald gelernt,“ sprach der Spielmann, „du musst nur alles tun, was ich dich heiße.“",1.0,3.0
Der wunderliche Spielmann,The Strange Musician,"„O Spielmann,“ antwortete der Fuchs, „ich will dir gehorchen, wie ein Schüler seinem Meister.“",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"„Folge mir,“ sagte der Spielmann, und als sie ein Stück Wegs gegangen waren, kamen sie auf einen Fußweg, zu dessen beiden Seiten hohe Sträuche standen.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Da hielt der Spielmann still, bog von der einen Seite ein Haselnußbäumchen zur Erde herab und trat mit dem Fuß auf die Spitze, dann bog er von der andern Seite noch ein Bäumchen herab und sprach „wohlan, Füchslein, wenn du etwas lernen willst, so reich mir deine linke Vorderpfote.“",1.0,3.5
Der wunderliche Spielmann,The Strange Musician,Der Fuchs gehorchte und der Spielmann band ihm die Pfote an den linken Stamm.,0.5,2.0
Der wunderliche Spielmann,The Strange Musician,"„Füchslein,“ sprach er, „nun reich mir die rechte:“ die band er ihm an den rechten Stamm.",0.0,2.5
Der wunderliche Spielmann,The Strange Musician,"Und als er nachgesehen hatte, ob die Knoten der Stricke auch fest genug waren, ließ er los, und die Bäumchen fuhren in die Höhe und schnellten das Füchslein hinauf dass es in der Luft schwebte und zappelte.",-1.5,4.0
Der wunderliche Spielmann,The Strange Musician,"„Warte da so lange bis ich wiederkomme,“ sagte der Spielmann und ging seines Weges.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Wiederum sprach er zu sich „Zeit und Weile wird mir hier im Walde lang; ich will einen andern Gesellen herbei holen,“ nahm seine Geige, und der Klang erschallte durch den Wald.",1.0,3.0
Der wunderliche Spielmann,The Strange Musician,Da kam ein Häschen daher gesprungen.,0.0,3.0
Der wunderliche Spielmann,The Strange Musician,"„Ach, ein Hase kommt!“ sagte der Spielmann, „den wollte ich nicht haben.“",-1.5,2.5
Der wunderliche Spielmann,The Strange Musician,"„Ei, du lieber Spielmann,“ sagte das Häschen, „was fidelst du so schön, das möchte ich auch lernen.“",1.0,2.0
Der wunderliche Spielmann,The Strange Musician,"„Das ist bald gelernt,“ sprach der Spielmann, „du musst nur alles tun was ich dich heiße.“",1.0,2.5
Der wunderliche Spielmann,The Strange Musician,"„O Spielmann,“ antwortete das Häslein, „ich will dir gehorchen wie ein Schüler seinem Meister.“",0.5,1.0
Der wunderliche Spielmann,The Strange Musician,"Sie gingen ein Stück Wegs zusammen, bis sie zu einer lichten Stelle im Wald kamen, wo ein Espenbaum stand.",0.0,2.5
Der wunderliche Spielmann,The Strange Musician,"Der Spielmann band dem Häschen einen langen Bindfaden um den Hals, wovon er das andere Ende an den Baum knüpfte.",0.0,3.0
Der wunderliche Spielmann,The Strange Musician,"„Munter, Häschen, jetzt spring mir zwanzigmal um den Baum herum,“ rief der Spielmann, und das Häschen gehorchte, und wie es zwanzigmal herumgelaufen war, so hatte sich der Bindfaden zwanzigmal um den Stamm gewickelt, und das Häschen war gefangen, und es mochte ziehen und zerren wie es wollte, es schnitt sich nur den Faden in den weichen Hals.",-1.0,3.5
Der wunderliche Spielmann,The Strange Musician,"„Warte da so lange bis ich wiederkomme,“ sprach der Spielmann und ging weiter.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Der Wolf indessen hatte gerückt, gezogen, an dem Stein gebissen, und so lange gearbeitet, bis er die Pfoten frei gemacht und wieder aus der Spalte gezogen hatte.",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Voll Zorn und Wut eilte er hinter dem Spielmann her, und wollte ihn zerreißen.",-3.0,4.5
Der wunderliche Spielmann,The Strange Musician,"Als ihn der Fuchs laufen sah, fing er an zu jammern, und schrie aus Leibeskräften „Bruder Wolf, komm mir zur Hilfe, der Spielmann hat mich betrogen.“",-1.0,4.0
Der wunderliche Spielmann,The Strange Musician,"Der Wolf zog die Bäumchen herab, biss die Schnüre entzwei und machte den Fuchs frei, der mit ihm ging und an dem Spielmann Rache nehmen wollte.",-1.5,3.0
Der wunderliche Spielmann,The Strange Musician,"Sie fanden das gebundene Häschen, das sie ebenfalls erlösten, und dann suchten alle zusammen ihren Feind auf.",1.0,3.0
Der wunderliche Spielmann,The Strange Musician,"Der Spielmann hatte auf seinem Weg abermals seine Fidel erklingen lassen, und diesmal war er glücklicher gewesen.",2.0,3.0
Der wunderliche Spielmann,The Strange Musician,"Die Töne drangen zu den Ohren eines armen Holzhauers, der alsbald, er mochte wollen oder nicht, von der Arbeit abließ, und mit dem Beil unter dem Arme heran kam die Musik zu hören.",1.5,3.0
Der wunderliche Spielmann,The Strange Musician,"„Endlich kommt doch der rechte Geselle,“ sagte der Spielmann, „denn einen Menschen suchte ich und keine wilden Tiere.“",0.0,2.0
Der wunderliche Spielmann,The Strange Musician,"Und fing an und spielte so schön und lieblich, dass der arme Mann wie bezaubert da stand, und ihm das Herz vor Freude aufging.",3.0,3.0
Der wunderliche Spielmann,The Strange Musician,"Und wie er so stand, kamen der Wolf, der Fuchs und das Häslein heran, und er merkte wohl dass sie etwas Böses im Schilde führten.",-1.5,3.5
Der wunderliche Spielmann,The Strange Musician,"Da erhob er seine blinkende Axt und stellte sich vor den Spielmann, als wollte er sagen „wer an ihn will, der hüte sich, der hat es mit mir zu tun.“",1.0,3.0
Der wunderliche Spielmann,The Strange Musician,"Da ward den Tieren angst und liefen in den Wald zurück, der Spielmann aber spielte dem Manne noch eins zum Dank und zog dann weiter.",0.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Zur Sommerszeit gingen einmal der Bär und der Wolf im Wald spazieren, da hörte der Bär so schönen Gesang von einem Vogel, und sprach „Bruder Wolf, was ist das für ein Vogel, der so schön singt?“",1.5,2.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"„Das ist der König der Vögel,“ sagte der Wolf, „vor dem müssen wir uns neigen;“ es war aber der Zaunkönig.",0.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"„Wenn das ist,“ sagte der Bär, „so möcht ich auch gerne seinen königlichen Palast sehen, komm und führe mich hin.“",1.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"„Das geht nicht so, wie du meinst,“ sprach der Wolf, „du musst warten bis die Frau Königin kommt.“",0.0,1.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Bald darauf kam die Frau Königin, und hatte Futter im Schnabel, und der Herr König auch, und wollten ihre Jungen ätzen.",-1.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Der Bär wäre gerne nun gleich hinterdrein gegangen, aber der Wolf hielt ihn am Ermel und sagte „nein, du musst warten bis Herr und Frau Königin wieder fort sind.“",-0.5,1.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Also nahmen sie das Loch in Acht, wo das Nest stand, und trabten wieder ab.",0.0,1.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Der Bär aber hatte keine Ruhe, wollte den königlichen Palast sehen, und ging nach einer kurzen Weile wieder vor.",1.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da waren König und Königin richtig ausgeflogen: er guckte hinein und sah fünf oder sechs Junge, die lagen darin.",1.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"„Ist das der königliche Palast!“ rief der Bär, „das ist ein erbärmlicher Palast! ihr seid auch keine Königskinder, ihr seid unehrliche Kinder.“",-2.5,4.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Wie das die jungen Zaunkönige hörten, wurden sie gewaltig bös, und schrien „nein, das sind wir nicht, unsere Eltern sind ehrliche Leute; Bär, das soll ausgemacht werden mit dir.“",-1.0,4.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Dem Bär und dem Wolf ward angst, sie kehrten um und setzten sich in ihre Höhlen.",-1.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Die jungen Zaunkönige aber schrien und lärmten fort, und als ihre Eltern wieder Futter brachten, sagten sie „wir rühren kein Fliegenbeinchen an, und sollten wir verhungern, bis ihr erst ausgemacht habt ob wir ehrliche Kinder sind oder nicht: der Bär ist da gewesen, und hat uns gescholten.“",-1.5,4.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da sagte der alte König „seid nur ruhig, das soll ausgemacht werden.“",1.0,1.0
Der Zaunkoenig und der Baer,The Wren and the Bear,Flog darauf mit der Frau Königin dem Bären vor seine Höhle und rief hinein „alter Brummbär warum hast du meine Kinder gescholten?,-0.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"das soll dir übel bekommen, das wollen wir in einem blutigen Krieg ausmachen.“",-3.0,5.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Also war dem Bären der Krieg angekündigt, und ward alles vierfüßige Getier berufen, Ochs, Esel, Rind, Hirsch, Reh, und was die Erde sonst alles trägt.",0.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Der Zaunkönig aber berief alles was in der Luft fliegt; nicht allein die Vögel groß und klein, sondern auch die Mücken, Hornissen, Bienen und Fliegen mussten herbei.",-0.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Als nun die Zeit kam, wo der Krieg angehen sollte, da schickte der Zaunkönig Kundschafter aus, wer der kommandierende General des Feindes wäre.",0.0,1.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Die Mücke war die listigste von allen, schwärmte im Wald, wo der Feind sich versammelte, und setzte sich endlich unter ein Blatt auf den Baum, wo die Parole ausgegeben wurde.",0.5,3.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da stand der Bär, rief den Fuchs vor sich und sprach „Fuchs, du bist der schlauste unter allem Getier, du sollst General sein, und uns anführen.“",2.0,3.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"„Gut,“ sagte der Fuchs, „aber was für Zeichen wollen wir verabreden?“",1.0,1.0
Der Zaunkoenig und der Baer,The Wren and the Bear,Niemand wusste es.,0.0,1.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da sprach der Fuchs „ich habe einen schönen langen buschigen Schwanz, der sieht aus fast wie ein roter Federbusch; wenn ich den Schwanz in die Höhe halte, so geht die Sache gut, und ihr müsst darauf los marschieren; laß ich ihn aber herunterhängen, so lauft was ihr könnt.“",1.5,4.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Als die Mücke das gehört hatte, flog sie wieder heim und verriet dem Zaunkönig alles haarklein.",-1.0,3.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Als der Tag anbrach, wo die Schlacht sollte geliefert werden hu, da kam das vierfüßige Getier dahergerennt mit Gebraus, dass die Erde zitterte; Zaunkönig mit seiner Armee kam auch durch die Luft daher, die schnurrte, schrie und schwärmte dass einem angst und bange ward; und gingen sie da von beiden Seiten an einander.",-2.0,4.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Der Zaunkönig aber schickte die Hornisse hinab, sie sollte sich dem Fuchs unter den Schwanz setzen und aus Leibeskräften stechen.",-2.0,4.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Wie nun der Fuchs den ersten Stich bekam, zuckte er, dass er das eine Bein aufhob, doch ertrug ers und hielt den Schwanz noch in der Höhe: beim zweiten Stich musst er ihn einen Augenblick herunter lassen: beim dritten aber konnte er sich nicht mehr halten, schrie und nahm den Schwanz zwischen die Beine.",-1.5,4.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Wie das die Tiere sahen, meinten sie alles wäre verloren und fingen an zu laufen, jeder in seine Höhle: und hatten die Vögel die Schlacht gewonnen.",0.0,2.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da flog der Herr König und die Frau Königin heim zu ihren Kindern, und riefen „Kinder, seid fröhlich, esst und trinkt nach Herzenslust, wir haben den Krieg gewonnen.“",2.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,"Die jungen Zaunkönige aber sagten „noch essen wir nicht, der Bär soll erst vors Nest kommen und Abbitte tun und soll sagen dass wir ehrliche Kinder sind.“",1.0,2.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Da flog der Zaunkönig vor das Loch des Bären und rief „Brummbär, du sollst vor das Nest zu meinen Kindern gehen und Abbitte tun und sagen dass sie ehrliche Kinder sind, sonst sollen dir die Rippen im Leib zertreten werden.“",-1.5,3.5
Der Zaunkoenig und der Baer,The Wren and the Bear,Da kroch der Bär in der größten Angst hin und tat Abbitte.,-2.0,4.0
Der Zaunkoenig und der Baer,The Wren and the Bear,"Jetzt waren die jungen Zaunkönige erst zufrieden, setzten sich zusammen, aßen und tranken und machten sich lustig bis in die späte Nacht hinein.",2.0,4.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,Ein abgedankter Soldat hatte nichts zu leben und wusste sich nicht mehr zu helfen.,-2.0,2.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Da ging er hinaus in den Wald, und als er ein Weilchen gegangen war, begegnete ihm ein kleines Männchen, das war aber der Teufel.",-1.0,3.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,Das Männchen sagte zu ihm „was fehlt dir?,-0.5,2.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,du siehst ja so trübselig aus.“,-1.0,2.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,Da sprach der Soldat „ich habe Hunger aber kein Geld.“,-1.5,2.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Der Teufel sagte „willst du dich bei mir vermieten und mein Knecht sein, so sollst du für dein Lebtag genug haben; sieben Jahre sollst du mir dienen, hernach bist du wieder frei.",-2.0,4.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Aber eins sag ich dir, du darfst dich nicht waschen, nicht kämmen, nicht schnippen, keine Nägel und Haare abschneiden und kein Wasser aus den Augen wischen.“",-1.5,3.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Der Soldat sprach „frisch dran, wenns nicht anders sein kann,“ und ging mit dem Männchen fort, das führte ihn geradewegs in die Hölle hinein.",-1.5,4.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Dann sagte es ihm was er zu tun hätte: er müsste das Feuer schüren unter den Kesseln, wo die Höllenbraten drin säßen, das Haus rein halten, den Kehrdreck hinter die Türe tragen, und überall auf Ordnung sehen: aber guckte er ein einziges Mal in die Kessel hinein, so würde es ihm schlimm ergehen.",-2.0,3.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Der Soldat sprach „es ist gut, ich wills schon besorgen.“",0.5,2.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Da ging nun der alte Teufel wieder hinaus auf seine Wanderung, und der Soldat trat seinen Dienst an, legte Feuer zu, kehrte und trug den Kehrdreck hinter die Türe, alles wie es befohlen war.",-1.0,2.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Wie der alte Teufel wieder kam, sah er nach ob alles geschehen war, zeigte sich zufrieden und ging zum zweitenmal fort.",0.0,1.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Der Soldat schaute sich nun einmal recht um, da standen die Kessel rings herum in der Hölle, und war ein gewaltiges Feuer darunter, und es kochte und brutzelte darin.",-1.0,4.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Er hätte für sein Leben gerne hinein geschaut, wenn es ihm der Teufel nicht so streng verboten hätte: endlich konnte er sich nicht mehr anhalten, hob vom ersten Kessel ein klein bisschen den Deckel auf und guckte hinein.",-1.5,4.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Da sah er seinen ehemaligen Unteroffizier darin sitzen: „aha, Vogel,“ sprach er, „treff ich dich hier? du hast mich gehabt, jetzt hab ich dich,“ ließ geschwind den Deckel fallen, schürte das Feuer und legte noch frisch zu.",-2.0,4.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Danach ging er zum zweiten Kessel, hob ihn auch ein wenig auf und guckte, da saß sein Fähnrich darin: „aha, Vogel, treff ich dich hier? du hast mich gehabt, jetzt hab ich dich,“ machte den Deckel wieder zu und trug noch einen Klotz herbei, der sollte ihm erst recht heiss machen.",-2.0,4.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Nun wollte er auch sehen wer im dritten Kessel säße, da wars gar ein General: „aha, Vogel, treff ich dich hier? du hast mich gehabt, jetzt hab ich dich,“ holte den Blasbalg und ließ das Höllenfeuer recht unter ihm flackern.",-2.0,4.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Also tat er sieben Jahr seinen Dienst in der Hölle, wusch sich nicht, kämmte sich nicht, schnippte sich nicht, schnitt sich die Nägel und Haare nicht und wischte sich kein Wasser aus den Augen; und die sieben Jahre waren ihm so kurz, dass er meinte es wäre nur ein halbes Jahr gewesen.",-0.5,3.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"Als nun die Zeit vollends herum war, kam der Teufel und sagte „nun, Hans, was hast du gemacht?“",-2.0,3.5
Des Teufels russiger Bruder,The Devil's Sooty Brother,"„Ich habe das Feuer unter den Kesseln geschürt, ich habe gekehrt und den Kehrdreck hinter die Türe getragen.“",0.5,3.0
Des Teufels russiger Bruder,The Devil's Sooty Brother,"„Aber du hast auch in die Kessel geguckt; dein Glück ist, dass du noch Holz zugelegt hast, sonst war dein Leben verloren; jetzt ist deine Zeit herum, willst du wieder heim?“",0.5,3.5
